MT0197,218823,219476,653,,2222
MT0198,219598,220026,428,,2222
MT0199,221835,220111,1724,,2219
MT0200,221983,222270,287,,2216
MT0201,222401,223639,1238,,2213
MT0202,223676,224773,1097,,2213
MT0203,226662,224839,1823,,2210
MT0204,226849,230571,3722,,2210
MT0204.1,230593,230739,146,,2204
MT0205,230876,231643,767,,2192
MT0206,231759,232340,581,,2192
MT0207,232340,234586,2246,,2189
MT0208,236621,234633,1988,,2186
MT0209,236775,237320,545,,2183
MT0210,237320,238006,686,,2174
MT0211,238503,238009,494,,2174
MT0212,241406,238509,2897,,2171
MT0213,241628,242035,407,,2168
MT0214,243328,242093,1235,,2162
MT0215,243498,244598,1100,,2162
MT0216,247432,244601,2831,,2159
MT0217,248232,247501,731,,2156
MT0218,249020,248232,788,,2153
MT0219,249152,250234,1082,,2153
MT0220,250267,251709,1442,,2141
MT0221,251896,253713,1817,,2135
MT0222,254754,253786,968,,2132
MT0223,256064,254754,1310,,2126
MT0224,256178,257788,1610,,2114
MT0225,259018,257900,1118,,2102
MT0226,259027,260037,1010,,2102
MT0227,260858,260040,818,,2099
MT0228,261038,262363,1325,,2096
MT0229,262368,262913,545,,2096
MT0230,262926,264134,1208,,2090
MT0231,264241,265587,1346,,2084
MT0232,265621,266406,785,,2081
MT0233,267878,266418,1460,,2081
MT0234,268741,267980,761,,2075
MT0235,268777,269928,1151,,2072
MT0236,271678,269951,1727,,2069
MT0237,272953,271691,1262,,2060
MT0238,273253,274389,1136,,2057
MT0239,275100,274423,677,,2057
MT0240,276134,275100,1034,,2054
MT0241,276172,277875,1703,,2051
MT0242,278013,278699,686,,2042
MT0244,278699,279640,941,,2042
MT0245,281122,279722,1400,,2036
MT0246,282728,281283,1445,,2036
MT0247,286965,282766,4199,,2030
MT0250,287560,287015,545,,2021
MT0251,287300,288463,1163,,2018
MT0252,288542,289153,611,,2018
MT0253,289218,289448,230,,2015
MT0254,289459,289893,434,,2015
MT0255,290768,289929,839,,2000
MT0256,292143,290782,1361,,2000
MT0257,292285,293604,1319,,2000
MT0258,295748,293916,1832,,1997
MT0259,296120,296605,485,,1997
MT0260,296885,298231,1346,,1991
MT0261,298977,298234,743,,1991
MT0262,300918,298981,1937,,1988
MT0263,301770,300952,818,,1988
MT0264,302083,301853,230,,1982
MT0265,302767,302291,476,,1979
MT0266,302981,305539,2558,,1979
MT0267,306464,305943,521,,1976
MT0268,307973,306492,1481,,1973
MT0269,309662,307995,1667,,1970
MT0270,309766,309662,104,,1970
MT0270.1,309814,310185,371,,1967
MT0270.2,310145,310390,245,,1964
MT0271,310864,310412,452,,1961
MT0272,311632,310892,740,,1961
MT0273,312774,311632,1142,,1958
MT0274,314283,312877,1406,,1955
MT0275,314969,314427,542,,1955
MT0276,315881,314982,899,,1952
MT0277,316572,315901,671,,1949
MT0278,317618,316629,989,,1949
MT0279,321268,317643,3625,,1949
MT0280,321445,322833,1388,,1940
MT0281,323387,322881,506,,1937
MT0282,324636,323455,1181,,1937
MT0283,324681,326360,1679,,1937
MT0284,328575,326383,2192,,1931
MT0285,329705,328692,1013,,1928
MT0286,330439,329822,617,,1928
MT0286.1,330494,331114,620,,1925
MT0287,331772,331050,722,,1925
MT0288,331862,332779,917,,1922
MT0289,333250,332825,425,,1919
MT0290,333531,333277,254,,1919
MT0291,336268,333554,2714,,1916
MT0291.1,336255,336407,152,,1916
MT0291.2,336525,336397,128,,1913
MT0291.3,336850,336659,191,,1911
MT0291.4,337082,338875,1793,,1910
MT0292,339309,341033,1724,,1910
MT0293,341060,341965,905,,1907
MT0294,342155,342051,104,,1904
MT0295,342246,344084,1838,,1904
MT0296,344084,345697,1613,,1901
MT0297,345697,349686,3989,,1898
MT0298,349686,349991,305,,1892
MT0299,349997,351535,1538,,1886
MT0300,351587,351877,290,,1884
MT0301,351910,352197,287,,1883
MT0302,352211,353095,884,,1883
MT0303,353145,354560,1415,,1877
MT0304,354701,355942,1241,,1877
MT0305,355942,356934,992,,1874
MT0306,358126,356927,1199,,1871
MT0307,358233,359015,782,,1871
MT0308,359810,359010,800,,1868
MT0310,361217,359823,1394,,1868
MT0311,361303,363168,1865,,1868
MT0312,363314,363538,224,,1865
MT0313,363691,363837,146,,1865
MT0314,364106,364528,422,,1862
MT0315,364667,365296,629,,1862
MT0316,365296,366201,905,,1859
MT0318,375772,366215,9557,,1859
MT0319,375975,376643,668,,1853
MT0320,377116,376637,479,,1853
MT0321,377174,377887,713,,1851
MT0322,377992,378645,653,,1844
MT0323,379209,378721,488,,1844
MT0324,379233,380459,1226,,1841
MT0325,380503,380598,95,,1838
MT0326,380617,382476,1859,,1835
MT0327,382551,382934,383,,1833
MT0328,383125,382943,182,,1832
MT0328.1,383070,383312,242,,1832
MT0328.2,383601,383194,407,,1829
MT0329,383662,384543,881,,1829
MT0330,384595,385206,611,,1829
MT0332,385970,385236,734,,1826
MT0333,387141,386368,773,,1826
MT0334,387208,387873,665,,1826
MT0335,387948,388607,659,,1826
MT0336,388642,389211,569,,1823
MT0337,389320,390648,1328,,1817
MT0338,391311,390643,668,,1814
MT0339,391412,392089,677,,1808
MT0340,392099,392320,221,,1808
MT0341,392333,392785,452,,1808
MT0342,394105,392759,1346,,1808
MT0343,394171,394770,599,,1808
MT0344,395380,394757,623,,1805
MT0345,396147,395410,737,,1805
MT0346,396261,397424,1163,,1805
MT0347,398628,397642,986,,1802
MT0348,398718,399581,863,,1799
MT0349,400110,399598,512,,1796
MT0350,400252,401760,1508,,1793
MT0351,403222,401936,1286,,1790
MT0352,405901,403256,2645,,1790
MT0353,408508,406013,2495,,1790
MT0355,408694,409230,536,,1787
MT0356,409416,410858,1442,,1781
MT0357,410898,412817,1919,,1778
MT0357.1,412817,414295,1478,,1778
MT0359,415001,414444,557,,1778
MT0360,415104,415517,413,,1775
MT0361,417025,415565,1460,,1775
MT0362,417364,418347,983,,1772
MT0363,418353,419003,650,,1772
MT0364,419126,419665,539,,1772
MT0365,419895,421769,1874,,1772
MT0366,421859,422473,614,,1772
MT0367,422512,423696,1184,,1769
MT0368,423699,424076,377,,1769
MT0369,424863,424309,554,,1766
MT0370,434767,424943,9824,,1766
MT0372,435547,434921,626,,1763
MT0373,436857,435562,1295,,1760
MT0374,436948,437592,644,,1760
MT0375,437747,438382,635,,1757
MT0376,438803,438393,410,,1757
MT0377,438910,439734,824,,1754
MT0378,439959,441338,1379,,1754
MT0379,442387,441356,1031,,1754
MT0380,442483,443163,680,,1751
MT0381,444285,443158,1127,,1751
MT0382,444903,444313,590,,1751
MT0383,444914,445339,425,,1751
MT0384,446613,445405,1208,,1748
MT0384.1,447221,446622,599,,1748
MT0385,448131,447238,893,,1748
MT0386,448721,448131,590,,1748
MT0387,449473,448721,752,,1745
MT0388,451891,449495,2396,,1745
MT0389,452367,451891,476,,1745
MT0390,453284,452385,899,,1745
MT0391,454510,455472,962,,1742
MT0392,456226,455651,575,,1739
MT0393,456908,456360,548,,1739
MT0394,457768,457007,761,,1739
MT0395,458469,457933,536,,1736
MT0396,459404,458553,851,,1736
MT0397,462091,459548,2543,,1733
MT0398,462119,463393,1274,,1733
MT0399,463479,466754,3275,,1733
MT0400,468092,466764,1328,,1733
MT0401,468426,469682,1256,,1733
MT0402,470101,471318,1217,,1730
MT0403,472730,471321,1409,,1727
MT0404,472872,474194,1322,,1727
MT0404.1,474932,474216,716,,1726
MT0405,475031,475432,401,,1724
MT0406,475417,475830,413,,1724
MT0407,476344,475877,467,,1724
MT0407.1,476485,476730,245,,1718
MT0408,477411,476773,638,,1718
MT0409,478647,477421,1226,,1718
MT0410,479847,478660,1187,,1715
MT0411,479880,480248,368,,1712
MT0412,483322,480449,2873,,1712
MT0413,484316,483435,881,,1712
MT0414,484693,484370,323,,1703
MT0415,485105,484653,452,,1703
MT0416,485426,485316,110,,1700
MT0417,485426,487180,1754,,1700
MT0418,487180,491385,4205,,1700
MT0419,492094,491339,755,,1697
MT0420,492232,493239,1007,,1697
MT0421,493235,495304,2069,,1697
MT0422,495300,496454,1154,,1694
MT0423,498820,496514,2306,,1694
MT0424,499749,498766,983,,1691
MT0425,501068,499752,1316,,1688
MT0426,501162,501812,650,,1688
MT0427,502467,501802,665,,1688
MT0428,502597,503616,1019,,1685
MT0429,503616,503819,203,,1685
MT0430,503815,504570,755,,1685
MT0431,504595,504744,149,,1685
MT0432,504966,506444,1478,,1685
MT0433,506535,508028,1493,,1682
MT0434,508420,508013,407,,1682
MT0435,509210,508584,626,,1682
MT0436,510004,509210,794,,1679
MT0437,511680,510034,1646,,1679
MT0438,512104,511829,275,,1679
MT0440,516770,512154,4616,,1679
MT0441,517397,516825,572,,1679
MT0442,518341,517469,872,,1676
MT0443,519291,518347,944,,1673
MT0444,519845,519255,590,,1673
MT0445,519978,520487,509,,1673
MT0446,520522,521013,491,,1673
MT0447,521049,521768,719,,1673
MT0448,521752,522900,1148,,1670
MT0449,522960,523613,653,,1667
MT0450,523732,523625,107,,1667
MT0451,525982,523799,2183,,1667
MT0452,526845,525982,863,,1664
MT0453,527531,526839,692,,1661
MT0454,528809,527595,1214,,1661
MT0455,529844,528831,1013,,1661
MT0456,530057,531676,1619,,1658
MT0457,532173,531748,425,,1658
MT0458,533663,532203,1460,,1658
MT0459,533803,534357,554,,1655
MT0460,535238,534543,695,,1652
MT0461,535845,535285,560,,1652
MT0462,536703,535897,806,,1649
MT0463,538121,536676,1445,,1649
MT0464,538684,537956,728,,1646
MT0465,539997,538681,1316,,1646
MT0466,542940,540040,2900,,1646
MT0467,543359,542940,419,,1646
MT0468,543540,544298,758,,1646
MT0469,544623,546176,1553,,1643
MT0470,546739,546188,551,,1643
MT0471,547351,546827,524,,1643
MT0472,548252,547341,911,,1643
MT0472.1,548472,548939,467,,1643
MT0473,551056,549038,2018,,1643
MT0474,551124,552644,1520,,1640
MT0475,552647,553135,488,,1640
MT0476,553159,553434,275,,1640
MT0477,553397,553996,599,,1640
MT0478,554063,555454,1391,,1637
MT0479,555465,555755,290,,1634
MT0480,556334,555765,569,,1634
MT0481,557755,556334,1421,,1628
MT0482,557907,558698,791,,1628
MT0483,558976,560259,1283,,1628
MT0484,560344,561201,857,,1625
MT0485,561319,562193,874,,1625
MT0486,563159,562299,860,,1625
MT0487,563742,563305,437,,1625
MT0488,564161,563676,485,,1625
MT0489,564941,564174,767,,1625
MT0490,565156,566379,1223,,1625
MT0491,566469,566888,419,,1622
MT0492,567067,566933,134,,1622
MT0493,567230,567841,611,,1622
MT0494,568009,567860,149,,1619
MT0495,568125,568667,542,,1619
MT0496,568670,569341,671,,1619
MT0497,570415,569372,1043,,1616
MT0498,571434,570415,1019,,1616
MT0499,571960,571439,521,,1616
MT0500,571987,573093,1106,,1616
MT0501,573158,574510,1352,,1616
MT0502,575249,574497,752,,1616
MT0503,575432,576745,1313,,1613
MT0504,576796,578235,1439,,1613
MT0505,578235,578783,548,,1610
MT0506,578896,579000,104,,1610
MT0507,579054,579656,602,,1610
MT0508,579816,580562,746,,1607
MT0509,580739,581968,1229,,1604
MT0510,582167,582856,689,,1604
MT0511,584298,582859,1439,,1604
MT0512,584911,584237,674,,1601
MT0513,586058,585072,986,,1601
MT0514,586063,586788,725,,1601
MT0515,587682,586795,887,,1598
MT0516,587714,588745,1031,,1598
MT0517,588745,589674,929,,1598
MT0518,589693,590532,839,,1598
MT0519,590551,591423,872,,1598
MT0520,591451,592335,884,,1595
MT0521,592479,592712,233,,1595
MT0522,593022,594149,1127,,1595
MT0523,594159,595232,1073,,1595
MT0524,596207,595242,965,,1592
MT0525,596107,596700,593,,1592
MT0526,597757,596834,923,,1592
MT0527,598132,598566,434,,1589
MT0528,598566,601469,2903,,1589
MT0529,601465,601755,290,,1586
MT0530,601727,603211,1484,,1586
MT0531,603215,604150,935,,1586
MT0532,604177,605880,1703,,1586
MT0533,605969,606955,986,,1586
MT0534,606971,607516,545,,1586
MT0535,607516,607812,296,,1583
MT0536,607825,609426,1601,,1583
MT0537,609905,609429,476,,1583
MT0538,610191,611420,1229,,1583
MT0539,611555,612247,692,,1583
MT0540,612418,612305,113,,1580
MT0541,613441,612542,899,,1580
MT0542,613622,613969,347,,1580
MT0543,613965,614267,302,,1580
MT0544,614405,615706,1301,,1580
MT0545,616097,615696,401,,1580
MT0546,616202,617587,1385,,1577
MT0547,617590,618195,605,,1577
MT0548,618213,618860,647,,1574
MT0549,618860,619636,776,,1574
MT0550,619672,621258,1586,,1571
MT0551,621258,622229,971,,1571
MT0552,622274,623488,1214,,1568
MT0553,623649,623491,158,,1568
MT0554,623696,624010,314,,1568
MT0555,623985,624164,179,,1565
MT0556,624160,626025,1865,,1565
MT0557,626931,625927,1004,,1562
MT0558,627891,627016,875,,1559
MT0559,627926,628699,773,,1559
MT0560,628699,629736,1037,,1559
MT0562,631182,629752,1430,,1556
MT0563,631491,633134,1643,,1553
MT0564,633170,633823,653,,1553
MT0565,633850,634482,632,,1553
MT0566,635856,634378,1478,,1553
MT0567,636956,635871,1085,,1553
MT0568,636909,637433,524,,1550
MT0569,637665,637390,275,,1550
MT0570,638915,637665,1250,,1547
MT0571,639421,639038,383,,1547
MT0572,640368,639487,881,,1547
MT0573,641408,640467,941,,1545
MT0573.1,641558,641427,131,,1544
MT0574,642093,641683,410,,1544
MT0575,642356,642093,263,,1544
MT0576,642340,642492,152,,1544
MT0577,644263,642551,1712,,1541
MT0578,644227,645942,1715,,1541
MT0579,645942,646919,977,,1541
MT0580,646919,647704,785,,1538
MT0581,647750,649411,1661,,1538
MT0582,649411,649923,512,,1538
MT0583,649898,651121,1223,,1538
MT0584,651186,651842,656,,1535
MT0585,652197,651862,335,,1535
MT0586,652956,652234,722,,1535
MT0587,654207,652984,1223,,1535
MT0588,654223,655227,1004,,1532
MT0589,655331,656188,857,,1532
MT0590,657401,656379,1022,,1532
MT0591,658922,657465,1457,,1529
MT0592,659491,659003,488,,1529
MT0593,659770,660789,1019,,1529
MT0594,660902,662317,1415,,1526
MT0595,662317,662718,401,,1526
MT0596,662618,664822,2204,,1526
MT0597,666293,664941,1352,,1523
MT0598,666496,666377,119,,1523
MT0599,666834,666496,338,,1523
MT0600,667052,666888,164,,1522
MT0601,668693,667305,1388,,1522
MT0602,669845,668706,1139,,1520
MT0603,669938,670039,101,,1520
MT0604,671196,670033,1163,,1520
MT0605,671290,672600,1310,,1520
MT0606,672611,673399,788,,1520
MT0607,677367,673450,3917,,1520
MT0608,677282,677758,476,,1517
MT0608.1,677737,678444,707,,1517
MT0609,679154,678579,575,,1517
MT0610,679804,679181,623,,1514
MT0611,680526,679843,683,,1514
MT0612,680680,683310,2630,,1514
MT0613,684904,683339,1565,,1514
MT0614,685182,685787,605,,1514
MT0615,685859,686578,719,,1511
MT0616,686578,687372,794,,1511
MT0617,687377,688261,884,,1511
MT0618,688270,689481,1211,,1511
MT0619,689445,690305,860,,1508
MT0620,690257,690508,251,,1508
MT0621,690496,691815,1319,,1508
MT0622,691949,693472,1523,,1508
MT0623,693472,694677,1205,,1508
MT0624,694616,696232,1616,,1505
MT0625,696682,696290,392,,1505
MT0626,696933,696679,254,,1505
MT0627,698351,697119,1232,,1505
MT0628,699015,698605,410,,1505
MT0629,699275,699015,260,,1505
MT0630,700485,699355,1130,,1502
MT0631,701229,700489,740,,1502
MT0632,701687,702634,947,,1502
MT0633,702854,703459,605,,1502
MT0635,703386,704204,818,,1502
MT0636,704245,704685,440,,1499
MT0637,704690,704932,242,,1499
MT0638,704932,705330,398,,1496
MT0638.1,705330,705500,170,,1493
MT0639,705870,706202,332,,1493
MT0640,707355,706201,1154,,1490
MT0641,707790,707410,380,,1490
MT0642,707770,708372,602,,1487
MT0643,710961,708397,2564,,1487
MT0644,710901,711791,890,,1487
MT0645,711773,712030,257,,1484
MT0645.1,712263,712033,230,,1484
MT0645.2,712228,712452,224,,1484
MT0646,712452,712850,398,,1484
MT0647,712982,714162,1180,,1484
MT0648,714162,715250,1088,,1484
MT0649,715648,716709,1061,,1484
MT0650,716672,717760,1088,,1481
MT0651,717856,718107,251,,1481
MT0652,718110,718502,392,,1481
MT0653,719435,718602,833,,1481
MT0654,719471,719728,257,,1481
MT0655,720147,719656,491,,1478
MT0656,721358,720210,1148,,1478
MT0657,723136,721454,1682,,1478
MT0658,726459,723178,3281,,1478
MT0659,729752,726462,3290,,1478
MT0660,730723,730031,692,,1475
MT0661,731632,730775,857,,1475
MT0662,732478,731768,710,,1475
MT0662.1,732558,732806,248,,1475
MT0663,733157,733321,164,,1472
MT0664,733375,733848,473,,1472
MT0665,733838,734263,425,,1472
MT0666,734270,734767,497,,1472
MT0667,735425,735664,239,,1472
MT0668,735699,736412,713,,1472
MT0669,736467,736892,425,,1471
MT0669.1,736962,737666,704,,1469
MT0670,738685,737741,944,,1469
MT0671,739613,738711,902,,1466
MT0672,740690,739740,950,,1466
MT0673,741657,740770,887,,1466
MT0674,742684,741677,1007,,1466
MT0675,744057,742594,1463,,1463
MT0676,744143,748336,4193,,1463
MT0677,748264,749007,743,,1463
MT0679,749010,749915,905,,1460
MT0680,750249,750782,533,,1460
MT0681,750822,751211,389,,1460
MT0682,751980,751210,770,,1460
MT0683,751973,753475,1502,,1460
MT0684,753559,754566,1007,,1460
MT0685,755340,754960,380,,1457
MT0686,755590,755438,152,,1457
MT0687,756382,755669,713,,1457
MT0688,756966,756661,305,,1457
MT0689,757204,756956,248,,1454
MT0690,757745,757311,434,,1454
MT0691,758122,757745,377,,1454
MT0692,758110,760470,2360,,1451
MT0692.1,760536,760859,323,,1451
MT0693,760774,761109,335,,1451
MT0694,761267,761494,227,,1448
MT0695,761762,765295,3533,,1445
MT0696,765343,769290,3947,,1445
MT0697,769664,769293,371,,1445
MT0698,771571,769660,1911,,1445
MT0699,771766,772521,755,,1444
MT0700,772556,773395,839,,1442
MT0701,773458,775083,1625,,1442
MT0702,775097,776032,935,,1442
MT0703,776038,776757,719,,1442
MT0704,776757,777545,788,,1442
MT0705,780454,777563,2891,,1439
MT0706,780879,780454,425,,1439
MT0706.1,780964,781458,494,,1439
MT0707,782014,781520,494,,1439
MT0708,782390,782019,371,,1439
MT0709,782629,783282,653,,1439
MT0710,783534,783905,371,,1439
MT0711,783908,784375,467,,1436
MT0712,784459,786561,2102,,1436
MT0713,786795,787982,1187,,1436
MT0714,788123,788917,794,,1436
MT0715,789073,789897,824,,1436
MT0716,789914,791131,1217,,1436
MT0717,791385,791134,251,,1433
MT0717.1,791773,791501,272,,1433
MT0718,793047,792001,1046,,1430
MT0719,793640,793047,593,,1430
MT0719.1,793632,793817,185,,1427
MT0719.2,793823,794131,308,,1427
MT0720,794131,795303,1172,,1427
MT0721,795309,796565,1256,,1427
MT0722,796688,797440,752,,1427
MT0723,797492,798901,1409,,1424
MT0724,798906,800342,1436,,1424
MT0724.1,800335,800535,200,,1424
MT0725,800672,800767,95,,1424
MT0726,801780,801136,644,,1424
MT0726.1,802367,802080,287,,1421
MT0727,802460,802762,302,,1421
MT0728,802782,803432,650,,1421
MT0729,803435,804103,668,,1421
MT0730,804106,804405,299,,1421
MT0731,804717,805556,839,,1418
MT0732,805600,805878,278,,1418
MT0733,805878,806468,590,,1418
MT0734,806471,807292,821,,1418
MT0735,807299,807712,413,,1418
MT0736,807715,807945,230,,1418
MT0737,807948,808352,404,,1418
MT0738,808614,810884,2270,,1415
MT0739,810935,811831,896,,1415
MT0740,812135,813073,938,,1415
MT0740.1,813244,813372,128,,1415
MT0741,813562,813927,365,,1415
MT0741.1,813931,814245,314,,1415
MT0742,814248,814808,560,,1415
MT0742.1,814816,814998,182,,1412
MT0743,815166,815561,395,,1412
MT0744,815588,816124,536,,1412
MT0745,816130,816495,365,,1412
MT0746,816518,817177,659,,1409
MT0747,817183,817377,194,,1409
MT0748,817380,817817,437,,1409
MT0749,818105,819721,1616,,1409
MT0750,820634,819732,902,,1409
MT0751,821830,820730,1100,,1406
MT0752,822689,822036,653,,1406
MT0753,823666,822689,977,,1406
MT0754,823697,825040,1343,,1406
MT0755,825056,825781,725,,1406
MT0756,826829,825876,953,,1406
MT0756.1,826990,828312,1322,,1403
MT0757,828312,828854,542,,1403
MT0758,828860,829657,797,,1403
MT0759,829733,830263,530,,1403
MT0760,830330,831079,749,,1403
MT0761,831137,831346,209,,1403
MT0762,831397,831891,494,,1400
MT0762.1,831891,832100,209,,1400
MT0763,832252,832797,545,,1400
MT0764,833045,833848,803,,1397
MT0765,833885,834130,245,,1397
MT0766,834130,834489,359,,1397
MT0767,834723,835034,311,,1397
MT0768,835179,835694,515,,1397
MT0768.1,836006,835869,137,,1394
MT0769,836632,836078,554,,1394
MT0770,837168,836632,536,,1394
MT0771,837394,837251,143,,1391
MT0772,837343,837867,524,,1391
MT0772.1,837890,840238,2348,,1388
MT0772.2,840318,840557,239,,1388
MT0772.5,840640,842994,2354,,1388
MT0772.6,843079,843342,263,,1388
MT0773,843369,843794,425,,1388
